Id,Name,Name [Scene]
5707,剃刀蔣按鈕,西門大嘻哈@皇后街(6號出口)
5708,Leo王按鈕,西門大嘻哈@皇后街(6號出口)
5709,JSheon按鈕,西門大嘻哈@皇后街(6號出口)
5710,logo-UP直播,西門大嘻哈@皇后街(6號出口)
5711,logo-MTV,西門大嘻哈@皇后街(6號出口)
5712,logo-samsung,西門大嘻哈@皇后街(6號出口)
5713,logo-oneboy,西門大嘻哈@皇后街(6號出口)
5714,logo-犀牛盾,西門大嘻哈@皇后街(6號出口)
5715,cat,Playground
5716,catBall,Playground
5718,重掃提示,西門大嘻哈@哈林街(漢中▶漢口)
5720,重掃提示,西門大嘻哈@百老匯街(武昌▶西寧南)
5721,重掃提示,西門大嘻哈@傑克遜街(武昌▶中華)
5722,重掃提示,西門大嘻哈@西岸街(峨眉▶中華路)
5723,重掃提示,西門大嘻哈@東岸街(峨眉▶西寧南路)
5724,rappers-峨眉-西寧南路,西門大嘻哈@東岸街(峨眉▶西寧南路)
5726,rappers-武昌-中華,西門大嘻哈@傑克遜街(武昌▶中華)
5727,rappers-武昌-西寧南路,西門大嘻哈@百老匯街(武昌▶西寧南)
5728,rappgers-漢中-漢口,西門大嘻哈@哈林街(漢中▶漢口)
5731,shark_210624C,鯊魚
5733,3D,儀隊
5734,bluetooth4,西門街頭主場@西門靖
5735,炫音logo,西門街頭主場@西門靖
5753,shark_210624C.glb,Holopark室內區
5757,fish_g1_04_210624A.glb,Playground
5758,fish_g1_05_210624A.glb,Playground
5759,fish_g1_06_210624A.glb,Playground
5760,fish_g2_07_210624A.glb,光時代辦公室測試用
5761,fish_g2_08_210624A.glb,光時代辦公室測試用
5762,fish_g2_09_210624A.glb,光時代辦公室測試用
5763,fish_g2_10_210624A.glb,光時代辦公室測試用
5764,fish_g2_12_210624A.glb,光時代辦公室測試用
5765,fish_g2_11_210624A.glb,光時代辦公室測試用
5773,fish_g1_01_210624C,西門街頭主場@西門靖
5775,fish_g2_08_210624A,西門街頭主場@西門靖
5778,shark,Playground
5779,ghost_boat,Playground
5793,sign-01-海堤咖啡,HoloParkScene
5794,01招牌-Arosa Cafe-large,HoloParkScene
5795,02招牌-津芒果-large,HoloParkScene
5796,sign-02-美聲樂器行,HoloParkScene
5797,02招牌-愛熊家-large,HoloParkScene
5798,sign-03-海埔17番地,HoloParkScene
5799,03招牌-伊佐茶序-large,HoloParkScene
5800,sign-04-巨星酒吧,HoloParkScene
5801,04招牌-MOJITO-large,HoloParkScene
5802,sign-05-高雄製冰廠,HoloParkScene
5803,sign-06-新臺整容院,HoloParkScene
5804,07招牌-艾司加-large,HoloParkScene
5805,sign-07-來發商號,HoloParkScene
5806,sign-08-振昌洋行,HoloParkScene
5807,08招牌-WOO-large,HoloParkScene
5808,sign-09-太新服裝部,HoloParkScene
5809,sign-10-調元堂,HoloParkScene
5810,sign-B-01-大舞臺戲院,HoloParkScene
5811,sign-B-02-光禹浮空劇院,HoloParkScene
5812,sign-B-04-全息巨星光影秀,HoloParkScene
5813,sign-B-03-映像鹽埕,HoloParkScene
5814,sign-R-01-紅色路霸,HoloParkScene
5815,sign-R-04-飛天麋鹿,HoloParkScene
5816,sign-R-02-旋轉木馬,HoloParkScene
5817,sign-R-03-雪鐵龍,HoloParkScene
5818,sign-R-05-達達滷味,HoloParkScene
5819,sign-R-06-藍色狂想,HoloParkScene
5820,holopark logo-reduce,HoloParkScene
5829,shark_210624C,HoloParkScene
5830,fish_g1_01_210624C,HoloParkScene
5831,fish_g2_08_210624A,HoloParkScene
5832,fish_g1_04_210624A,HoloParkScene
5833,fish_g2_12_210624A,HoloParkScene
5856,貓咪物件,西門大嘻哈@皇后街(6號出口)
5857,face me,face me
5858,no face me,face me
5859,預設 20 公尺,可視距離
5860,恐龍,可視距離
5863,廁所-右.png,Playground
5865,超長箭頭.png,光時代辦公室測試用
5866,練拳增加戰力_民眾黨立委備戰新會期_布局2022｜鏡週刊.mp4,西門町智慧城市@皇后街(6號出口)
5867,一定能看到-忽視可視距離,可視距離
5868,看的到我,物件隱藏
5869,看不到我,物件隱藏
5870,紅樓附英文,西門町智慧城市@皇后街(6號出口)
5871,捷運站附英文,西門町智慧城市@皇后街(6號出口)
5872,單面,雙面 double sided
5875,紫箭頭,西門町智慧城市@皇后街(6號出口)
5876,紫箭頭2,西門町智慧城市@皇后街(6號出口)
5877,醫院左附英文,西門町智慧城市@皇后街(6號出口)
5878,警局右附英文,西門町智慧城市@皇后街(6號出口)
5883,哥吉拉動畫,西門大嘻哈@皇后街(6號出口)
5884,哥吉拉模型,西門大嘻哈@皇后街(6號出口)
5886,Godzilla03,西門街頭主場@西門靖
5887,Godzillz03_210725A,西門街頭主場@西門靖
5888,大嘻哈,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5889,拍照-Leo王,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5890,拍照-J-Sheon,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5891,拍照-熊仔,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5892,拍照-剃刀蔣,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5893,拍照-大隻,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5896,重掃提示,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5897,大嘻哈預告EP9,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5899,貓咪物件,西門大嘻哈@皇后街(6號出口)
5900,貓咪物件,西門大嘻哈@皇后街(6號出口)
5901,沒擋,遮擋
5902,陳意涵.glb,遮擋
5903,重掃提示,西門大嘻哈@中央廣場前段(漢中街UNIQLO)
5904,默娘,type1-西門默娘
5905,yappy長方形限時,西門大嘻哈@皇后街(6號出口)
5906,韓森長方形限時,西門大嘻哈@皇后街(6號出口)
5907,偽地球,Living Lab 專案
5908,BTN-YT-yappy,西門大嘻哈@皇后街(6號出口)
5909,BTN-FB-韓森,西門大嘻哈@皇后街(6號出口)
5910,BTN-YT-韓森,西門大嘻哈@皇后街(6號出口)
5911,BTN-YT-7Ling,西門大嘻哈@西岸街(峨眉▶中華路)
5912,BTN-YT-八八男,西門大嘻哈@西岸街(峨眉▶中華路)
5913,BTN-YT-紅粉鏈人,西門大嘻哈@西岸街(峨眉▶中華路)
5914,BTN-YT-異鄉人,西門大嘻哈@西岸街(峨眉▶中華路)
5915,BTN-YT-蛋頭,西門大嘻哈@西岸街(峨眉▶中華路)
5916,蘭協Demo,蘭協Demo
5928,花農,花卉展覽
5929,YoutubeLOGO-許時,西門大嘻哈@東岸街(峨眉▶西寧南路)
5930,YoutubeLOGO-緋村宗祐,西門大嘻哈@東岸街(峨眉▶西寧南路)
5931,YoutubeLOGO-潤少,西門大嘻哈@東岸街(峨眉▶西寧南路)
5932,YoutubeLOGO-踢萬 8IG 8A8Y,西門大嘻哈@東岸街(峨眉▶西寧南路)
5933,YoutubeLOGO-禪波 ZENBØ,西門大嘻哈@東岸街(峨眉▶西寧南路)
5934,YoutubeLOGO-阿夫 Suhf  ,西門大嘻哈@哈林街(漢中▶漢口)
5935,YoutubeLOGO-AcRoss林可綸 ,西門大嘻哈@哈林街(漢中▶漢口)
5936,YoutubeLOGO-3-EyeballRay,西門大嘻哈@哈林街(漢中▶漢口)
5937,YoutubeLOGO-FRαNKIE阿法,西門大嘻哈@哈林街(漢中▶漢口)
5938,YoutubeLOGO-Peatle,西門大嘻哈@哈林街(漢中▶漢口)
5939,YoutubeLOGO-Black MIC,西門大嘻哈@傑克遜街(武昌▶中華)
5940,YoutubeLOGO-2-DaBao,西門大嘻哈@傑克遜街(武昌▶中華)
5941,YoutubeLOGO-3-GAMBLER,西門大嘻哈@傑克遜街(武昌▶中華)
5942,YoutubeLOGO-4-K!ddingboi ,西門大嘻哈@傑克遜街(武昌▶中華)
5943,YoutubeLOGO-5-Macdella ,西門大嘻哈@傑克遜街(武昌▶中華)
5944,YoutubeLOGO- 6-YoungLee,西門大嘻哈@傑克遜街(武昌▶中華)
5945,YoutubeLOGO-1-KI ,西門大嘻哈@百老匯街(武昌▶西寧南)
5946,YoutubeLOGO-2-PIZZALI,西門大嘻哈@百老匯街(武昌▶西寧南)
5947,YoutubeLOGO-3-POPOJ ,西門大嘻哈@百老匯街(武昌▶西寧南)
5948,YoutubeLOGO-4-SOWUT,西門大嘻哈@百老匯街(武昌▶西寧南)
5950,IGLOGO-5-wannasleep,西門大嘻哈@百老匯街(武昌▶西寧南)
5951,重掃提示,西門大嘻哈@中央廣場後段(漢中街星巴克)
5952,播出時間,西門大嘻哈@中央廣場後段(漢中街星巴克)
5953,大嘻哈預告EP9,西門大嘻哈@中央廣場後段(漢中街星巴克)
5955,黑化翻譯機,西門大嘻哈@中央廣場後段(漢中街星巴克)
5956,BEEF-有過節,西門大嘻哈@中央廣場後段(漢中街星巴克)
5957,FLEX-炫耀,西門大嘻哈@中央廣場後段(漢中街星巴克)
5958,GANG-兇,西門大嘻哈@中央廣場後段(漢中街星巴克)
5959,MULA-錢,西門大嘻哈@中央廣場後段(漢中街星巴克)
5960,地圖指引,西門大嘻哈@中央廣場後段(漢中街星巴克)
5961,重掃提示,西門大嘻哈@中央廣場後段(漢中街星巴克)
5964,美女1.glb,新增圖片
5966,巴士.glb,新增3D物件
5967,rappers-峨眉-中華路,西門大嘻哈@西岸街(峨眉▶中華路)
5968,美女1,事件-點擊
5969,陳意涵,事件-點擊
5971,巴士,事件-拖移
5972,陳意涵,事件-縮放
5973,陳意涵,事件-觸發距離
5974,陳意涵,事件-長按
5975,默娘,事件-長按
5976,陳意涵,事件-注視觸發
5977,國動,亂放
5978,陳意涵,事件-永久重複
5979,陳意涵,動作-位移
5981,arrow,各種Demo
5982,陳意涵,動作-旋轉
5984,我的影片,動作-播放影片
5987,美女1,動作-顯示物件
5988,陳意涵,動作-顯示物件
5989,陳意涵,動作-設定網址
5990,陳意涵,動作-隱藏物件
5991,美女1,動作-隱藏物件
5995,貓,動作-動畫速度
5998,貓,動作-區段控制
5999,旋轉🏠,各種Demo
6000,cat3,新
6002,圖片-地圖指引,西門大嘻哈@西岸街(峨眉▶中華路)
6003,選手地圖,西門大嘻哈@東岸街(峨眉▶西寧南路)
6004,地圖指引,西門大嘻哈@哈林街(漢中▶漢口)
6005,地圖指引,西門大嘻哈@傑克遜街(武昌▶中華)
6006,地圖指引,西門大嘻哈@百老匯街(武昌▶西寧南)
6007,我的素材,我的場景
6008,蘭協Demo,我的場景
6009,我的素材,蘭協Demo
6012,test video,Test1
6020,earth_attack,動作-動畫重覆次數
6021,陳意涵,動作-旋轉特定角度
6022,陳意涵,動作-等待
6023,陳意涵,動作-縮放
6025,美女1,動作-淡入
6026,陳意涵,動作-淡出
6027,陳意涵,動作-增減透明度
6028,陳意涵,動作-設定透明度
6029,陳意涵,動作-矩形移動
6031,earth_attack,動作-圓形移動
6033,魚一,模型-增殖
6037,吳卓媛,新北市
6038,炫音logo,新北市
6039,bluetooth4,新北市
6040,資訊球下修,新北市
6041,cloud-01,新北市
6042,01-海堤咖啡,新北市
6043,01-海堤咖啡簡介,新北市
6044,大嘻哈-形象,新北市
6045,fish_g1_01_210624C,新北市
6046,fish_g1_02_210624A,新北市
6047,cloud-01,新北市
6048,Godzilla03,新北市
6049,Godzillz03_210725A,新北市
6052,catBall,Scene
6059,fb,各種Demo
6060,yt,各種Demo
6062,ig,各種Demo
6067,重掃提示,各種Demo
6070,貓咪物件,""
6071,貓咪物件,""
6072,貓咪物件,""
6073,貓咪物件,""
6074,貓咪物件,""
6075,貓咪物件,""
6076,貓咪物件,""
6077,貓咪物件,""
6078,貓咪物件,""
6079,貓咪物件,""
6080,貓咪物件,""
6081,貓咪物件,""
6083,貓咪物件,""
6084,美女1.glb,新增球體
6085,cat3,飛過來
6086,cat3,跳過來
6091,默娘,新增球體
6093,catBall,Event測試
6094,虎妮009,亂放
6096,cat3,我的場景
6106,到達物件,智慧城市互動規劃
6107,公共未到達,智慧城市互動規劃
6108,點擊指引,智慧城市互動規劃
6109,距離與方向,智慧城市互動規劃
6110,重掃提示,智慧城市互動規劃
6119,JETSR-GRYPHUS-TRACK-61,亂放
6120,貓咪物件,""
6122,貓咪物件,""
6124,到達icon,智慧城市互動規劃
6126,資訊面板,智慧城市互動規劃
6127,白底招牌,智慧城市互動規劃
6130,中途指示,智慧城市互動規劃
6133,線上菜單鈕,智慧城市互動規劃
6136,littleFish,🐠🐙🐡
6144,直拍轉向,🐠🐙🐡
6145,柯文哲,智慧教育
6146,柯文哲FB影片,智慧教育
6147,科技外框,智慧教育
6148,酷課雲影片,智慧教育
6149,酷課雲,智慧教育
6150,均一平台,智慧教育
6151,fish_g2_12_210624A,智慧教育
6152,大支按鈕,智慧教育
6153,剃刀蔣按鈕,智慧教育
6154,拍照-大隻,智慧教育
6155,拍照-剃刀蔣,智慧教育
6156,貓咪飛撲,點擊-位移
6157,貓咪飛撲,點擊-旋轉特定角度
6158,狗狗拍手,點擊-顯示/隱藏物件
6159,貓咪飛撲,點擊-顯示/隱藏物件
6160,JETSR-GRYPHUS-TRACK-61,點擊-縮放
6161,淡出,點擊-淡入/淡出
6162,淡入,點擊-淡入/淡出
6163,魚,永遠重複-矩形移動
6165,JETSR-GRYPHUS-TRACK-61,點擊-增減透明度
6166,JETSR-GRYPHUS-TRACK-61,點擊-設定透明度
6167,中華田園貓,點擊-模型動畫控制
6168,魚,點擊-模型動畫控制
6169,虎妮009,點擊-模型動畫控制
6170,貓咪飛撲,點擊-播放影片
6171,fish_g1_02_210624A,我的場景test
6172,Godzillz01_210725B,哥吉拉
6173,中華田園貓,貓咪往前走
6179,MixCat_210709A,我的場景cat
6180,にたま供さ小,遮擋
6181,我的素材,遮擋
6186,貓咪飛撲,點擊-飛到面前
6188,mikatest,智慧教育
6189,mika,我的場景test
6195,貓貓-直,影片轉向測試
6206,貓貓-壓縮,影片轉向測試
6212,市長1,場景1
6215,市長,場景1
6221,局長,場景1
6223,fish_g1_06_210624A.glb,場景1
6225,catball_m1_210624C,場景1
6226,LINE_MOVIE_1628163135989,場景1
6229,fish_g1_06_210624A,士林北藝中心
6230,市長1,士林北藝中心
6231,LINE_MOVIE_1628163135989,士林北藝中心
6238,catball_m1_210624C,士林北藝中心
6240,fish_g1_06_210624A.glb,2
6241,catball_m1_210624C.glb,2
6242,fish_g1_06_210624A,2
6243,catball_m1_210624C,2
6244,市長,2
6245,局長,2
6246,市長1,2
6247,LINE_MOVIE_1628163135989,2
6259,市長1,3
6266,LINE_MOVIE_1628163135989,3
6279,市長1,百齡
6280,LINE_MOVIE_1628163135989,百齡
6283,局.glb,百齡
6285,局,百齡
6287,catball_m1_210624C.glb,百齡
6290,fish_g1_06_210624A.glb,百齡
6291,我的AR物件,百齡
6307,貓咪物件,""
6312,300A2LOGO,HETIC
6313,國小聯合會,HETIC
6314,天母國小,HETIC
6316,大橋國小,HETIC
6318,西門國小,HETIC
6320,世一logo,我的場景
6321,我的素材,我的場景
6330,西門國小logo,西門國小
6331,西門國小家長會FB,西門國小
6332,西門國小FB,西門國小
6333,防疫專區,西門國小
6335,柯文哲,西門國小
6342,校長,校長室
6343,貓咪物件,""
6344,貓咪物件,""
6345,貓咪物件,""
6347,貓咪物件,""
6348,貓咪物件,""
6349,魚-順時針,永遠重複-圓形移動
6350,魚-逆時針,永遠重複-圓形移動
6351,先淡出再淡入,點擊-淡入/淡出
6355,fish_g2_08_210624A,Holopark室內區
6356,fish_g1_04_210624A,Holopark室內區
6358,fish_g2_12_210624A,Holopark室內區
6359,fish_g1_01_210624C,Holopark室內區
6360,fish_g2_08_210624A,Holopark室內區
6361,08招牌-WOO-large,Holopark室內區
6362,07招牌-艾司加-large,Holopark室內區
6363,04招牌-MOJITO-large,Holopark室內區
6364,田勝傑,亂放
6365,貓咪飛撲2,點擊-飛到面前
6366,侯pic,華電
6367,侯video,華電
6370,fish_g2_07_210624A,華電
6375,侯市長-防疫影片,智慧燈桿-重慶路管前東路南側-181
6376,侯市長-防疫影片,智慧燈桿-重慶路管前東路北側-666
6377,侯市長-防疫影片,智慧燈桿-重慶路中山路一段北側-322
6378,侯市長-防疫影片,智慧燈桿-重慶路中山路一段南側-297
6379,球,西門
6381,魚,西門
6382,未命名,西門
6383,綠魚,西門
6384,獅子,西門
6385,八角巾,我的場景
6386,八角巾,我的場景
6387,我的素材,我的場景
6390,spaceman_ufo210807B,球型
6391,fish_g1_04_210624A,球型
6392,我的AR物件,MTV
6397,fish_g1_06_210624A,旋轉
6398,fish_g1_05_210624A,旋轉
6399,fish_g1_04_210624A,旋轉
6400,fish_g1_03_210624A,旋轉
6401,cat3,隱藏
6402,cat2,隱藏
6403,我的AR物件,我的場景
6404,show.MOV,我的場景
6405,MAN.fbx.glb,我的場景
6406,JETSR-GRYPHUS-TRACK-61,點A動B
6407,我的素材,點A動B
6408,我的素材,我的場景
6413,Godzillz01_210725B,球型
6417,貓咪物件,""
6418,貓咪物件,""
6420,carq,plain0908
6421,陳意涵,will的場景
6427,兩喵,莎夏的場景
6429,我的影片,莎夏的場景
6431,我的練習影片,will的場景
6435,魚一,Mika
6436,貓咪物件,西門大嘻哈@哈林街(漢中▶漢口)
6437,會議海報,校長室
6438,會議海報,西門國小
6440,紀 中秋,百齡
6442,FB_IMG_1631186369675.jpeg,3
6443,FB_IMG_1631186369675.jpeg,3
6456,亞灣照片,亞灣
6458,fish_g2_07_210624A,亞灣
6461,02招牌-美聲樂器行,資策會DEMO
6462,04招牌-巨星酒吧-large,資策會DEMO
6463,09招牌-太新服裝行-large,資策會DEMO
6464,國王企鵝,資策會DEMO
6465,哥吉拉動畫,資策會DEMO
6466,哥吉拉模型,資策會DEMO
6467,holopark logo影片,資策會DEMO
6468,卓紙片人demo,資策會DEMO
6469,總會長,我的場景
6470,熱帶魚08,資策會DEMO
6471,熱帶魚01,資策會DEMO
6472,cube,資策會DEMO
6473,我的素材,我的場景
6474,我的AR物件,我的場景
6475,300A2LOGO,我的場景
6476,西門國小,我的場景
6480,我的素材,我的場景
6481,我的素材,我的場景
6482,我的AR物件,我的場景
6483,我的素材,我的場景
6484,我的AR物件,我的場景
6485,我的素材,我的場景
6486,我的素材,我的場景
6487,我的AR物件,我的場景
6497,泫音fb_icon_mojito+.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6499,泫音yt_icon_mojito+.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6500,泫音ig_icon_mojito+.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6502,泫音_mojito+_IG連結.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6503,泫音_mojito+_YT連結.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6504,泫音_mojito+_FB連結.png,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6508, - ,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6509,涼亭,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6510,扶桑花,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6511,大鳥,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6512,塗鴉影片,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6514,彩虹霓虹,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6515,Cyber,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6516,麥克風塗鴉,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6517,鳳梨,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6518,鸚鵡,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6519,Hello,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6520,霓虹葉子2,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6521,熱帶字,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6522,熱帶鳥,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6523,棕櫚,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6524,Bubble_210719F,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6525,Bubble_210719E,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6526,fish_g1_02_210624A,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6527,fish_g1_01_210624C,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6528,fish_g2_07_210624A,西門嘻哈街頭主場@東岸街(峨眉▶西寧南路)
6533,叢林,西門國小校門口
6534,收穫  張,西門國小校門口
6535,鼓起獅躍  梁珈瑜,西門國小校門口
6536,我喜歡科學探究 ,西門國小校門口
6537,曹家睿,西門國小校門口
6538,李美寰,西門國小校門口
6539,吳橦,西門國小校門口
6540,楊心怡,西門國小校門口
6541,青綠山水,西門國小校門口
6542,射門  孫露  大班  趙嶸,西門國小校門口
6543,記錄美好生活  陳東石,西門國小校門口
6544,劉瑋祺,西門國小校門口
6545,DSC04986,西門國小校門口
6546,DSC04985,西門國小校門口
6547,DSC04984,西門國小校門口
6548,DSC04983,西門國小校門口
6549,DSC04988,西門國小校門口
6550,DSC04989,西門國小校門口
6551,DSC04990,西門國小校門口
6552,四年級-趙偲羽,西門國小校門口
6553,六年級-彭柏瀚,西門國小校門口
6554,五年級-林沁瑩,西門國小校門口
6555,西門國小雙語,西門國小校門口
6556,Bravo210903A_Wavw Hip Hop Dance,西門國小校門口
6557,One_kingPenguin_walk_210912A,西門國小校門口
6558,榮譽榜-文字1,西門國小校門口
6560,全息TEST,全息TEST
6561,照片,東三水街
6568,榮譽榜-文字.001,西門國小校門口
6569,L--禾家食品,東三水街
6570,L--小鎮香素食,東三水街
6571,L--秋玲竹筍水果,東三水街
6572,L--玉格閣,東三水街
6573,L--現炒花生堅果,東三水街
6574,L--阿裕的店,東三水街
6575,L--老店抹布專賣店,東三水街
6576,L--玉珀精品坊,東三水街
6577,L--蔥薑蒜專賣店,東三水街
6578,L--阿田放山雞,東三水街
6579,L--台南辣媽,東三水街
6580,L--琳精品服飾,東三水街
6581,L--賣菜,東三水街
6582,R--吳家魚店,東三水街
6583,R--宜蘭古早味,東三水街
6584,R--茉莉韓國精品服飾,東三水街
6585,R--多餃社,東三水街
6586,R-生活五金店,東三水街
6587,R-醬菜專門店,東三水街
6588,R-內衣專賣店,東三水街
6589,R-服飾店,東三水街
6590,R-寶儀珠寶,東三水街
6591,R--美甲,東三水街
6592,R-大豐魚丸,東三水街
6593,R-阿婆油飯,東三水街
6594,R-阿誠鮮魚號,東三水街
6595,R-唐記咸光餅,東三水街
6596,R-錦芃,東三水街
6597,大豐FB,東三水街
6598,大豐樂天,東三水街
6599,影片-來去菜市場-大豐魚丸,東三水街
6600,網站logo,東三水街
6601,科技外框,西門國小校門口
6602,科技外框2,西門國小校門口
6603,佈告欄,西門國小校門口
6604,榮譽榜,西門國小校門口
6605,西門國小logo,西門國小校門口
6607,圓柱,西門國小體驗區
6608,科技外框,西門國小體驗區
6609,圓柱2,西門國小體驗區
6610,圓柱3,西門國小體驗區
6611,圓柱4,西門國小體驗區
6612,圓柱5,西門國小體驗區
6613,圓柱6,西門國小體驗區
6614,資訊球,西門國小體驗區
6615,哥吉拉動畫,西門國小體驗區
6616,哥吉拉模型,西門國小體驗區
6617,哥吉拉動畫,西門國小體驗區
6618,Cube,西門國小體驗區
6619,熱帶魚01,西門國小體驗區
6620,熱帶魚02,西門國小體驗區
6621,熱帶魚02增殖,西門國小體驗區
6623,minecraft-cube-green,西門國小體驗區
6624,minecraft-cube,西門國小體驗區
6625,minecraft-cube,西門國小體驗區
6626,minecraft-cube,西門國小體驗區
6627,minecraft-bench,西門國小體驗區
6628,minecraft-tree,西門國小體驗區
6629,minecraft-tree,西門國小體驗區
6630,minecraft-hourse,西門國小體驗區
6631,minecraft-man,西門國小體驗區
6632,minecraft-monkey,西門國小體驗區
6633,minecraft-long,西門國小體驗區
6634,minecraft-長頸鹿,西門國小體驗區
6636,體驗區1-上傳,西門國小體驗區
6637,體驗區二-互動,西門國小體驗區
6638,體驗區3-動起來,西門國小體驗區
6639,體驗區4-遮擋,西門國小體驗區
6640,體驗區5-轉圈,西門國小體驗區
6641,體驗區6-魚群,西門國小體驗區
6642,體驗區7-minecraft,西門國小體驗區
6643,素材測試,場景測試
6644,cloud-03_white,西門國小體驗區
6645,公佈欄,西門國小校門口
6646,minecraft-長頸鹿,西門國小體驗區
6648,箭頭,西門國小體驗區
6661,我的素材,西門國小體驗區
6662,我的素材,西門國小體驗區
6663,113,西門國小體驗區
6664,箭頭2,西門國小體驗區
6665,qqq,西門國小體驗區
6666,白雲,西門國小體驗區
6667,西門國小雙語,測試影片去背
6669,侯市長-防疫影片,測試影片去背
6670,BonnetBus_210731A,Bear
6671,Bravo210903A_Bboy Hip Hop Move,Bear
6672,Bravo210903A_Bboy Hip Hop Move,Bear
6673,Bravo210903A_Breakdance Ending 1,Bear
6674,Bravo210903A_Breakdance Uprock Var 1 (1),Bear
6676,Bravo210903A_Hip Hop Dancing,Bear
6678,DragonFly,bear2
6679,Bravo210903A_Bboy Hip Hop Move,bear2
6680,Bravo210903A_Breakdance Ending 1,bear2
6681,Bravo210903A_Hip Hop Dancing,bear2
6682,全息-導覽,全息TEST
6683,全息-舞蹈,全息TEST
6690,招牌-藍色狂想-large,觀光
6691,影片-holopark logo,觀光
6692,shark_210624C,觀光
6693,招牌-紅色巴士-large,觀光
6695,紫斑蝶,紫斑蝶
6696,我的素材,紫斑蝶
6697,我的素材,紫斑蝶
6698,我的素材,紫斑蝶
6701,貓咪飛撲3,點擊-飛到面前
6702,白天,大鵬灣
6703,晚上,大鵬灣
6704,我的素材,大鵬灣
6705,我的素材,大鵬灣
6707,我的素材,大鵬灣
6708,我的素材,大鵬灣
6741,LINE_MOVIE_1631668074295,TEST
6742,Kwanyin210831A,觀音
6749,SeaTurtle_210916A,海龜
6755,SeagullFly_210916A,海龜
6758,sealand,資策會演示場景
6759,sea,資策會演示場景
6760,land,資策會演示場景
6761,SeagullFly_210916A,資策會演示場景
6762,SeagullFly_210916A,資策會演示場景
6765,SeaTurtle_210916A,資策會演示場景
6767,Bubble_210719E,資策會演示場景
6768,fish_g1_01_210624C,資策會演示場景
6769,fish_g1_02_210624A,資策會演示場景
6770,fish_g1_06_210624A,資策會演示場景
6772,Bubble_210719F,海龜
6773,fish_g1_02_210624A,海龜
6774,fish_g1_01_210624C,海龜
6775,SeaTurtle_210916A,資策會演示場景
6776,SeagullFly_210916A,資策會演示場景
6777,SeagullFly_210916A,資策會演示場景
6779,榮譽榜文字,康寧國小校門口
6780,佈告欄文字,康寧國小校門口
6781,科技外框-佈告欄,康寧國小校門口
6782,科技外框-榮譽榜,康寧國小校門口
6783,佈告欄內容,康寧國小校門口
6784,榮譽榜內容,康寧國小校門口
6785,企鵝,康寧國小校門口
6786,魟,康寧國小校門口
6787,fish_g1_01_210624C,我的場景zzzzx
6788,fish_g1_02_210624A,康寧國小校門口
6789,Bravo210903A_Rumba Dancing,康寧國小校門口
6790,fish_g2_09_210624A,康寧國小校門口
6791,康寧國小logo,康寧國小校門口
6793,fish_g1_01_210624C,康寧國小校門口
6794,sea,康寧國小校門口
6795,land,康寧國小校門口
6796,p,康寧國小校門口
6797,w,康寧國小校門口
6801,136,我的場景
6802,cat3,動作
6809,姐姐一分半重製_背景層+全息-black_x264,HoloParkScene
6810,stage,HoloParkScene
6829,街舞_全息層-少特效光_x264-reduce,HoloParkScene
6834,stage,Holopark物件測試
6835,untitled2,Holopark物件測試
6836,EP8TopRpper-POPOJ,""
6837,選手-popoj,""
6838,文字-Top Rapper,""
6845,cloud_ani_glTF,觀音
6846,cat3,震動
6847,7L!NG,西門大嘻哈@西岸街(峨眉▶中華路)
